creationDate|Forum.id|Person.id
2012-10-15T04:05:44.220+00:00|687194767587|35184372088871
2012-10-15T23:18:43.216+00:00|1099511628097|16
2012-10-15T23:18:43.216+00:00|1099511628097|32
2012-10-15T23:18:43.216+00:00|1099511628097|8796093022244
2012-10-15T23:18:43.216+00:00|1099511628097|10995116277761
2012-10-15T23:18:43.216+00:00|1099511628097|13194139533342
2012-10-15T23:18:43.216+00:00|1099511628097|13194139533352
2012-10-15T23:18:43.216+00:00|1099511628097|15393162788877
2012-10-15T23:18:43.216+00:00|1099511628097|17592186044461
2012-10-15T23:18:43.216+00:00|1099511628097|24189255811081
2012-10-15T23:18:43.216+00:00|1099511628097|26388279066641
2012-10-15T23:18:43.216+00:00|1099511628097|26388279066658
