creationDate|Person.id|Comment.id
2012-10-24T01:02:36.954+00:00|6597069766702|1099511630200
2012-10-24T14:09:00.182+00:00|10995116277761|1099511630200
2012-10-24T23:45:25.900+00:00|32985348833318|1099511630200
2012-10-24T16:09:14.939+00:00|32985348833291|1099511630200
2012-10-24T02:59:12.773+00:00|26388279066658|1099511630543
2012-10-24T18:09:07.930+00:00|10995116277808|1099511630543
2012-10-24T01:59:19.128+00:00|6597069766702|1099511630543
2012-10-24T18:06:59.226+00:00|21990232555527|1099511630543
2012-10-24T10:16:31.312+00:00|30786325577731|1099511630543
2012-10-24T06:02:35.464+00:00|2199023255557|1099511630543
2012-10-24T13:22:21.863+00:00|28587302322191|1099511630543
2012-10-24T16:50:45.276+00:00|2199023255573|1099511630543
2012-10-24T08:00:48.930+00:00|8796093022237|1099511630543
2012-10-24T22:27:48.939+00:00|17592186044443|1099511630543
